event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_46ff039f00d100e3003f8ce833035daa,"Incident @ I-270 PRIOR TO EXITR [Collision, Personal Injury]",,2003-12-19 23:36:07-05,2003-12-19 23:33:15-05,2003-12-20 13:32:23-05,accidentsAndIncidents,accident,I-270 PRIOR TO EXITR 11 MD 124,39.1466077,-77.2152095,3.0,19.0
MDOT_CHART_5200042f004800e4003f8fe833035daa,"Incident @ I-270 S OF FALLS RD[Collision, Personal Injury]",,2003-12-20 08:02:43-05,2003-12-20 07:59:51-05,2003-12-20 22:12:23-05,accidentsAndIncidents,accident,I-270 S OF FALLS RD,39.0699656,-77.1602268,3.0,3.0
MDOT_CHART_3800217300cf00e4003f8de833035daa,"Incident @ S/B MD 295 PRIOR TO P[Collision, Property Damage]",,2003-12-20 17:40:07-05,2003-12-20 17:39:01-05,2003-12-20 18:08:25-05,accidentsAndIncidents,accident,S/B MD 295 PRIOR TO PREDESTRIAN BRIDGE,39.2226413,-76.6525373,2.0,1.0
MDOT_CHART_fcff023d00e900e4003f8ce833035daa,"Incident @ US 29 BETWEEN I-70 AN[Collision, Personal Injury]",,2003-12-20 19:29:49-05,2003-12-20 19:26:56-05,2003-12-20 20:37:21-05,accidentsAndIncidents,accident,US 29 BETWEEN I-70 AND US 40,39.2873451,-76.8227984,5.0,5.0
MDOT_CHART_cdff26e000f200e4003f8de833035daa,"Incident @ I-695 RAMP TO EXIT 38[Collision, Personal Injury]",,2003-12-20 20:12:05-05,2003-12-20 20:09:22-05,2003-12-20 20:49:02-05,accidentsAndIncidents,accident,I-695 RAMP TO EXIT 38 EASTERN AVE,39.2964724,-76.5030939,6.0,1.0
MDOT_CHART_fcff34cc002600e5003f8de833035daa,Incident @ MD 108 AT MD 27 (WATER MAIN B[Emergency Roadwork],,2003-12-20 23:54:13-05,2003-12-20 23:51:53-05,2003-12-22 16:16:47-05,roadwork,road construction,MD 108 AT MD 27 (WATER MAIN BREAK),39.2880746,-77.204001,5.0,1.0
MDOT_CHART_f1ff4281005800e5003f8de833035daa,"Incident @ MD 650 AT PINEY BRANC[Collision, Property Damage]",,2003-12-21 03:23:54-05,2003-12-21 03:21:02-05,2003-12-21 17:16:50-05,accidentsAndIncidents,accident,MD 650 AT PINEY BRANCH,39.00115,-76.9812576,6.0,4.0
MDOT_CHART_7200606b00d100e5003f8de833035daa,Incident @ MD 115 BETWEEN AVERY AND NEED[Emergency Roadwork],,2003-12-21 12:04:14-05,2003-12-21 11:59:43-05,2003-12-22 16:06:54-05,accidentsAndIncidents,incident,MD 115 BETWEEN AVERY AND NEEDWOOD RDS,39.1215879,-77.1153285,4.0,6.0
MDOT_CHART_e9ff7896000400e6003f8de833035daa,Action Event @ MD 410 AT US 1,,2003-12-21 15:37:58-05,2003-12-21 15:35:21-05,2003-12-21 16:40:01-05,accidentsAndIncidents,incident,MD 410 AT US 1,38.9620533,-76.9353826,1.0,
MDOT_CHART_57ff992100c600e6003f8de833035daa,"Incident @ MD 270 PRIOR TO MM 28[Collision, Personal Injury]",,2003-12-22 05:26:58-05,2003-12-22 05:24:53-05,2003-12-22 19:32:23-05,accidentsAndIncidents,accident,MD 270 PRIOR TO MM 28,39.3406334,-77.3839095,4.0,2.0
MDOT_CHART_85fff21301cc00e6003f05e897035daa,Incident @ I-95 AT MD 210[Other],,2003-12-22 05:49:29-05,2003-12-22 05:46:59-05,2003-12-22 19:12:23-05,accidentsAndIncidents,incident,I-95 AT MD 210,38.8023717,-76.9975961,3.0,2.0
MDOT_CHART_d3fff42f01d900e6003f8ce833035daa,Action Event @ BWI-VEHICLE INSPECTIONS,,2003-12-21 15:14:17-05,2003-12-22 06:41:54-05,2003-12-25 21:07:23-05,accidentsAndIncidents,incident,BWI-VEHICLE INSPECTIONS,39.1993325,-76.6956612,0.0,
MDOT_CHART_38ffa4d700e600e6003f8de833035daa,"Incident @ MD 176 @ STEWART AVE.[Collision, Personal Injury]",,2003-12-22 07:44:03-05,2003-12-22 07:41:08-05,2003-12-22 21:42:23-05,accidentsAndIncidents,accident,MD 176 @ STEWART AVE.,39.1643411,-76.6448145,8.0,4.0
MDOT_CHART_ebfff53601e900e6003f8ce833035daa,"Incident @ STEWART AVE AT MD 176[Collision, Personal Injury]",,2003-12-22 07:53:31-05,2003-12-22 07:50:37-05,2003-12-22 21:42:23-05,accidentsAndIncidents,accident,STEWART AVE AT MD 176,39.1656459,-76.6322711,4.0,1.0
MDOT_CHART_aaff28c700ff00e6003f06e89f035daa,Incident @ MD 45 YORK RD BETWEEN TOWSON [Emergency Roadwork],,2003-12-22 09:30:51-05,2003-12-22 09:31:47-05,2003-12-23 22:27:23-05,roadwork,road construction,MD 45 YORK RD BETWEEN TOWSON ROUNDABOUT AND CHESAPEAKE AVE - R / LN - SB,39.3981679,-76.6026608,2.0,1.0
MDOT_CHART_7b00586c000300e7003f05e897035daa,Incident @ I/L I-95 PRIOR TO WW BRIDGE,,2003-12-22 09:04:19-05,2003-12-22 09:42:29-05,2003-12-22 23:02:23-05,accidentsAndIncidents,disabled vehicle,I/L I-95 PRIOR TO WW BRIDGE,38.7934614,-77.0333229,4.0,1.0
MDOT_CHART_dcff5dc5000600e7003f05e897035daa,"Incident @ I-95 RAMP TO US 50 WE[Collision, Property Damage]",,2003-12-22 09:59:31-05,2003-12-22 09:56:37-05,2003-12-22 23:12:23-05,accidentsAndIncidents,accident,I-95 RAMP TO US 50 WEST,38.9447795,-76.856363,3.0,1.0
MDOT_CHART_97003ed4001900e7003f17e83d035daa,"Incident @ I-95 PAST O'DONNELL S[Collision, Personal Injury]",,,2003-12-22 11:21:01-05,2003-12-23 01:01:36-05,accidentsAndIncidents,accident,I-95 PAST O'DONNELL ST-57.5 SB,39.2815233,-76.5486608,3.0,1.0
MDOT_CHART_c0ff44a3001c00e7003f06e89f035daa,Disabled Vehicle Event @ I-695 RAMP TO EXIT 19 I-795,,2003-12-22 11:33:11-05,2003-12-22 11:34:08-05,2003-12-22 12:22:48-05,accidentsAndIncidents,disabled vehicle,I-695 RAMP TO EXIT 19 I-795,39.3739108,-76.745609,1.0,
MDOT_CHART_0f015929002100e7003f17e83d035daa,Congestion Event @ I-95 PRIOR TO RT/TUNNEL-BORE [Emergency R,,,2003-12-22 11:52:12-05,2003-12-23 01:06:36-05,trafficConditions,traffic congestion,I-95 PRIOR TO RT/TUNNEL-BORE 4 (9-10AM),39.2602873,-76.5731225,0.0,
MDOT_CHART_060052d3002400e7003f06e89f035daa,Incident @ I-795 BETWEEN EXIT 4 OM BLVD A[Debris In Roadway],,2003-12-22 12:08:04-05,2003-12-22 12:09:01-05,2003-12-22 12:40:45-05,obstruction,debris on roadway,I-795 BETWEEN EXIT 4 OM BLVD AND I-695,39.3749591,-76.7439102,1.0,
MDOT_CHART_dfff07f6002e00e8003f04e897035daa,"Incident @ I-95 PRIOR TO US 1[Collision, Personal Injury]",,2003-12-23 07:05:17-05,2003-12-23 07:02:21-05,2003-12-23 21:07:23-05,accidentsAndIncidents,accident,I-95 PRIOR TO US 1,39.0175949,-76.9262308,10.0,4.0
MDOT_CHART_8c000d7b014e00e8003f05e897035daa,Incident @ I-95 ON W W BRIDGE[Vehicle Fire],,,2003-12-23 09:14:57-05,2003-12-23 23:37:23-05,accidentsAndIncidents,vehicle on fire,I-95 ON W W BRIDGE,38.7916316,-77.0383878,7.0,3.0
MDOT_CHART_69002e27005600e8003f06e89f035daa,Incident @ I-695 AT EXIT 12A SOUTHWESTER[Emergency Roadwork],,2003-12-23 09:50:45-05,2003-12-23 09:51:42-05,2003-12-23 12:30:44-05,roadwork,road construction,I-695 AT EXIT 12A SOUTHWESTERN BLVD,39.2808152,-76.7304739,1.0,2.0
MDOT_CHART_74003617007300e8003f04e897035daa,"Incident @ I-95 AT MD 202[Collision, Personal Injury]",,2003-12-23 11:54:50-05,2003-12-23 11:51:54-05,2003-12-23 14:26:07-05,accidentsAndIncidents,accident,I-95 AT MD 202,38.917112,-76.8513678,11.0,4.0
MDOT_CHART_afff1b92002900e9003f8ce833035daa,Incident @ E/B I-70 PRIOR TO MD 32[Disabled In Roadway],,2003-12-24 00:52:58-05,2003-12-24 00:50:46-05,2003-12-24 15:12:23-05,accidentsAndIncidents,disabled vehicle,E/B I-70 PRIOR TO MD 32,39.3127218,-76.9678094,3.0,1.0
MDOT_CHART_06016d73016f00e9003f05e897035daa,"Incident @ I-495 AT MD 187[Collision, Property Damage]",,2003-12-24 06:50:12-05,2003-12-24 05:47:39-05,2003-12-24 19:52:23-05,accidentsAndIncidents,accident,I-495 AT MD 187,39.0129964,-77.1432647,6.0,1.0
MDOT_CHART_520074b0017700e9003f05e897035daa,"Incident @ MD 704 RAMP TO MD 202[Collision, Personal Injury]",,2003-12-24 06:52:41-05,2003-12-24 06:22:54-05,2003-12-24 23:12:23-05,accidentsAndIncidents,incident,MD 704 RAMP TO MD 202,38.925096,-76.8726162,14.0,5.0
MDOT_CHART_bffe84ea019a00e9003f05e897035daa,"Incident @ I-95 AT MD 450[Collision, Personal Injury]",,,2003-12-24 08:53:06-05,2003-12-24 22:27:23-05,accidentsAndIncidents,incident,I-95 AT MD 450,38.9582653,-76.8657282,7.0,3.0
MDOT_CHART_5eff902a01ed00e9003f05e897035daa,Incident @ I-95 ON W W BRIDGE[Disabled In Roadway],,,2003-12-24 14:44:34-05,2003-12-24 15:09:39-05,accidentsAndIncidents,incident,I-95 ON W W BRIDGE,38.7921839,-77.0332546,5.0,1.0
MDOT_CHART_83001169002e00ea003f8de833035daa,"Incident @ MD 295 PRIOR TO MD 19[Collision, Personal Injury]",,2003-12-24 19:25:29-05,2003-12-24 19:22:34-05,2003-12-24 20:45:44-05,accidentsAndIncidents,accident,MD 295 PRIOR TO MD 193,39.0010278,-76.8630446,6.0,4.0
MDOT_CHART_e1ff18b6003800ea003f8de833035daa,Incident @ US 301 AT MD 4[Other],,2003-12-24 20:09:22-05,2003-12-24 20:06:27-05,2003-12-24 23:26:25-05,accidentsAndIncidents,incident,US 301 AT MD 4,38.8139118,-76.7378521,5.0,10.0
MDOT_CHART_baff27fd00bb00ea003f8de833035daa,Incident @ MD 725 FROM OLD CRAIN HWY TO G[Debris In Roadway],,2003-12-25 05:30:02-05,2003-12-25 05:27:36-05,2003-12-25 20:17:23-05,obstruction,debris on roadway,MD 725 FROM OLD CRAIN HWY TO GREEN LANDING RD,38.8148399,-76.754881,1.0,0.0
MDOT_CHART_ad000263006d00eb003f8ce833035daa,Incident @ MD 201 NORTH OF EASTERN AVE[Emergency Roadwork],,2003-12-25 18:06:58-05,2003-12-25 18:04:02-05,2003-12-25 19:34:11-05,roadwork,road construction,MD 201 NORTH OF EASTERN AVE,38.9149163,-76.9319848,2.0,0.0
MDOT_CHART_e0ff07c3003700ec003f8fe833035daa,Action Event @ MD 187 AT I-495,,2003-12-26 08:30:01-05,2003-12-26 08:30:58-05,2003-12-26 22:57:23-05,accidentsAndIncidents,incident,MD 187 AT I-495,39.0163692,-77.117856,2.0,
MDOT_CHART_8700095f004000ec003f8fe833035daa,Incident @ I-695 AT EXIT 12 A[Emergency Roadwork],,2003-12-26 09:06:40-05,2003-12-26 09:07:37-05,2003-12-26 23:22:23-05,roadwork,road construction,I-695 AT EXIT 12 A,39.2803022,-76.729844,0.0,1.0
MDOT_CHART_c4ff1d0300c700ec003f8de833035daa,"Incident @ I-95 AT MD 4[Collision, Personal Injury]",,2003-12-26 18:42:02-05,2003-12-26 18:41:53-05,2003-12-26 19:37:12-05,accidentsAndIncidents,accident,I-95 AT MD 4,38.8389131,-76.8656067,4.0,3.0
MDOT_CHART_0b002a2200e200ec003f8de833035daa,Incident @ I-95 RAMP TO O/L I-695[Other],,2003-12-26 20:36:57-05,2003-12-26 20:35:51-05,2003-12-26 23:50:47-05,accidentsAndIncidents,incident,I-95 RAMP TO O/L I-695,39.2479839,-76.6788755,8.0,1.0
MDOT_CHART_33000a32001700f0003f8ce833035daa,"Incident @ US 15 AT MD 464[Collision, Personal Injury]",,2003-12-29 07:00:34-05,2003-12-29 06:58:07-05,2003-12-29 20:42:23-05,accidentsAndIncidents,incident,US 15 AT MD 464,39.2856295,-77.5306938,3.0,8.0
MDOT_CHART_cbff42e200c600f0003f8de833035daa,Action Event @ I-95 AT EXIT 38,,2003-12-29 19:29:48-05,2003-12-29 19:26:49-05,2003-12-29 19:34:01-05,accidentsAndIncidents,incident,I-95 AT EXIT 38,39.155943,-76.8266452,0.0,
MDOT_CHART_3200434700c700f0003f8de833035daa,Action Event @ HARFORD RD AT JOPPA RD,,2003-12-29 19:31:23-05,2003-12-29 19:28:23-05,2003-12-29 19:33:57-05,accidentsAndIncidents,incident,HARFORD RD AT JOPPA RD,39.394928,-76.5213346,0.0,
MDOT_CHART_3400077800d200f0003f8fe833035daa,Incident @ N/B MD 295  @ I-195 L/LN[Emergency Roadwork],,2003-12-29 20:19:45-05,2003-12-29 20:24:21-05,2003-12-30 17:22:23-05,roadwork,road construction,N/B MD 295  @ I-195 L/LN,39.200053,-76.6937368,0.0,2.0
MDOT_CHART_2c000fef004a00f1003f8fe833035daa,"Incident @ RT 100 PRIOR TO 170[Collision, Personal Injury]",,2003-12-30 04:53:49-05,2003-12-30 04:55:22-05,2003-12-30 18:47:32-05,accidentsAndIncidents,accident,RT 100 PRIOR TO 170,39.1487452,-76.6865608,4.0,4.0
MDOT_CHART_46000626005d00f1003f04e897035daa,"Incident @ I-95 AT I-95/495 SPLI[Collision, Personal Injury]",,2003-12-30 06:14:21-05,2003-12-30 06:08:19-05,2003-12-30 21:12:23-05,accidentsAndIncidents,accident,I-95 AT I-95/495 SPLIT,39.0219296,-76.9422996,12.0,4.0
MDOT_CHART_0500b42b006800f1003f05e897035daa,"Incident @ I-95 N OF MD 337[Collision, Personal Injury]",,2003-12-30 06:55:34-05,2003-12-30 06:55:07-05,2003-12-30 20:47:32-05,accidentsAndIncidents,accident,I-95 N OF MD 337,38.8259471,-76.8767315,6.0,2.0
MDOT_CHART_ccff1097006800f1003f04e897035daa,"Incident @ I-270 RAMP TO I-370[Collision, Property Damage]",,2003-12-30 06:59:58-05,2003-12-30 06:57:12-05,2003-12-30 20:27:23-05,accidentsAndIncidents,accident,I-270 RAMP TO I-370,39.1207538,-77.1977726,5.0,1.0
MDOT_CHART_cdffbdde007400f1003f05e897035daa,"Incident @ I-95 N OF MD 201[Collision, Personal Injury]",,2003-12-30 07:58:59-05,2003-12-30 07:49:02-05,2003-12-30 21:27:23-05,accidentsAndIncidents,disabled vehicle,I-95 N OF MD 201,39.0018949,-76.8935947,6.0,1.0
MDOT_CHART_91ff4dd0009200f1003f8de833035daa,Incident @ I-270 PRIOR TO MD 80[Off Road Activity],,2003-12-30 09:59:51-05,2003-12-30 09:56:51-05,2003-12-30 23:12:23-05,accidentsAndIncidents,incident,I-270 PRIOR TO MD 80,39.3226859,-77.3558083,2.0,4.0
MDOT_CHART_36ffd3fc00a900f1003f05e897035daa,Disabled Vehicle Event @ I-95 PAST MD 5,,2003-12-30 11:36:41-05,2003-12-30 11:35:57-05,2003-12-31 01:02:23-05,accidentsAndIncidents,disabled vehicle,I-95 PAST MD 5,38.818943,-76.9179455,1.0,
MDOT_CHART_2600504700ad00f1003f8de833035daa,"Incident @ MD 75 AT BALDWIN RD[Collision, Personal Injury]",,2003-12-30 11:52:47-05,2003-12-30 11:49:47-05,2003-12-30 14:07:33-05,accidentsAndIncidents,accident,MD 75 AT BALDWIN RD,39.379205,-77.2693375,3.0,8.0
MDOT_CHART_daff3c2600b100f1003f06e89f035daa,"Incident @ I-695 EXIT 12 MD 372[Collision, Property Damage]",,2003-12-30 12:09:21-05,2003-12-30 12:10:20-05,2003-12-30 12:38:55-05,accidentsAndIncidents,accident,I-695 EXIT 12 MD 372,39.2606439,-76.7054135,3.0,2.0
MDOT_CHART_4900546100b200f1003f8de833035daa,"Incident @ US 32 RAMP TO I-95 SO[Collision, Personal Injury]",,2003-12-30 12:14:26-05,2003-12-30 12:11:26-05,2003-12-30 12:26:52-05,accidentsAndIncidents,accident,US 32 RAMP TO I-95 SOUTH,39.1574988,-76.8328331,3.0,1.0
MDOT_CHART_59ff33b300b600f1003f04e897035daa,Congestion Event @ I-95 INTO VIRGINIA,,2003-12-30 12:32:58-05,2003-12-30 12:30:00-05,2003-12-30 14:12:15-05,trafficConditions,traffic congestion,I-95 INTO VIRGINIA,38.7893942,-77.0321673,0.0,
MDOT_CHART_1700780600b700f1003f8de833035daa,"Incident @ ident @ US 32 RAMP TO I-95 SO[Collision, Personal",,2003-12-30 12:14:26-05,2003-12-30 12:31:17-05,2003-12-30 12:42:46-05,accidentsAndIncidents,accident,US 32 RAMP TO I-95 SOUTH,39.1601109,-76.8258321,3.0,1.0
MDOT_CHART_84ff44c000b900f1003f06e89f035daa,Disabled Vehicle Event @ I-695 AT NURSERY RD,,2003-12-30 12:46:07-05,2003-12-30 12:47:06-05,2003-12-30 13:23:52-05,accidentsAndIncidents,disabled vehicle,I-695 AT NURSERY RD,39.2243491,-76.6611384,1.0,
MDOT_CHART_beffd96900be00f1003f05e897035daa,Incident @ I-95 PRIOR TO B/W PKWY[Debris In Roadway],,2003-12-30 13:05:57-05,2003-12-30 13:02:57-05,2003-12-30 13:22:03-05,obstruction,debris on roadway,I-95 PRIOR TO B/W PKWY,38.9916688,-76.8855923,3.0,2.0
MDOT_CHART_fbff127200b600f2003f07e897035daa,Incident @ I-495 PRIOR I-270[Disabled In Roadway],,2003-12-31 06:56:16-05,2003-12-31 06:41:35-05,2003-12-31 20:22:23-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR I-270,39.0160959,-77.1030236,3.0,1.0
MDOT_CHART_53ff04cd00ba00f2003f06e89f035daa,Incident @ I-695 EXIT 18 MD 26[Other],,2003-12-31 07:03:16-05,2003-12-31 07:04:15-05,2003-12-31 20:07:23-05,accidentsAndIncidents,incident,I-695 EXIT 18 MD 26,39.348117,-76.7442968,0.0,
MDOT_CHART_67ff82ce005500f5003f05e897035daa,"Incident @ MD 355 AT MARINELLI D[Collision, Personal Injury]",,2004-01-02 07:14:22-05,2004-01-02 06:27:47-05,2004-01-02 20:17:23-05,accidentsAndIncidents,accident,MD 355 AT MARINELLI DR,39.0468097,-77.1123371,4.0,2.0
MDOT_CHART_c9003853007d00f5003f04e897035daa,"Incident @ MD ROUTE 5 AT AUTH RO[Collision, Property Damage]",,2004-01-02 09:17:38-05,2004-01-02 09:14:36-05,2004-01-02 22:42:23-05,accidentsAndIncidents,accident,MD ROUTE 5 AT AUTH ROAD,38.820614,-76.9203772,3.0,1.0
MDOT_CHART_dbff064900c200f5003f05e89f035daa,Disabled Vehicle Event @ O/L I-695 MD 150,,,2004-01-02 14:12:19-05,2004-01-02 14:42:34-05,accidentsAndIncidents,disabled vehicle,O/L I-695 MD 150,39.296734,-76.5028137,1.0,
MDOT_CHART_c200325100c500f5003f17e83d035daa,Disabled Vehicle Event @ I-95 @ EXIT 57 BOSTON ST R/SH,,2004-01-02 14:44:38-05,2004-01-02 14:24:32-05,2004-01-02 14:44:54-05,accidentsAndIncidents,disabled vehicle,I-95 @ EXIT 57 BOSTON ST R/SH,39.2676013,-76.5588291,1.0,
MDOT_CHART_65ff169000d600f6003f8fe833035daa,"Incident @ I-495 RAMP TO US 50 E[Collision, Personal Injury]",,2004-01-03 09:50:35-05,2004-01-03 09:51:35-05,2004-01-03 23:32:23-05,accidentsAndIncidents,accident,I-495 RAMP TO US 50 EB,38.9443583,-76.8549076,2.0,1.0
MDOT_CHART_51001c25002600f7003f8fe833035daa,"Incident @ US 50 @ RUTLAND RD.[Collision, Personal Injury]",,2004-01-03 15:30:37-05,2004-01-03 15:30:36-05,2004-01-03 16:08:37-05,accidentsAndIncidents,accident,US 50 @ RUTLAND RD.,38.963814,-76.6332211,8.0,5.0
MDOT_CHART_0700fbd5004f00f7003f8de833035daa,"Incident @ I-495 PRIOR TO NORTHW[Collision, Property Damage]",,2004-01-03 18:30:49-05,2004-01-03 18:28:29-05,2004-01-03 20:02:46-05,accidentsAndIncidents,accident,I-495 PRIOR TO NORTHWEST BRANCH RD,39.0190249,-76.9867114,5.0,2.0
MDOT_CHART_91ff091b018400f7003f8de833035daa,"Incident @ MD 193 E OF I-495[Collision, Personal Injury]",,2004-01-03 22:13:22-05,2004-01-03 22:10:32-05,2004-01-04 19:57:23-05,accidentsAndIncidents,accident,MD 193 E OF I-495,39.014831,-77.004275,10.0,1.0
MDOT_CHART_0500164201c400f7003f8de833035daa,"Incident @ MD 100 EAST OF I-95[Collision, Property Damage]",,2004-01-04 02:46:50-05,2004-01-04 02:43:51-05,2004-01-04 21:42:23-05,accidentsAndIncidents,accident,MD 100 EAST OF I-95,39.1913444,-76.7592944,2.0,1.0
MDOT_CHART_5eff1b8c01ce00f7003f8de833035daa,"Incident @ I-95 PRIOR TO I-495 ([Collision, Personal Injury]",,2004-01-04 03:28:29-05,2004-01-04 03:25:30-05,2004-01-04 17:07:23-05,accidentsAndIncidents,accident,I-95 PRIOR TO I-495 (EXIT 27),39.0264959,-76.948324,4.0,2.0
MDOT_CHART_d5003f70013b00f9003f8de833035daa,"Incident @ I-270 AT EXIT 31 MD 8[Collision, Property Damage]",,2004-01-05 05:26:36-05,2004-01-05 05:23:33-05,2004-01-05 19:02:23-05,accidentsAndIncidents,incident,I-270 AT EXIT 31 MD 85,39.3814034,-77.4061339,3.0,2.0
MDOT_CHART_6b00d850007d00f9003f05e897035daa,"Incident @ US 301 PRIOR TO MD 4[Collision, Property Damage]",,2004-01-05 10:06:26-05,2004-01-05 10:03:23-05,2004-01-05 23:57:23-05,accidentsAndIncidents,accident,US 301 PRIOR TO MD 4,38.8134705,-76.7378074,4.0,1.0
MDOT_CHART_3100427200af00f9003f05e89f035daa,"Incident @ I/L I-695 PRIOR X-31 / O/L P[Collision, Fatality]",,2004-01-05 16:30:29-05,2004-01-05 13:41:15-05,2004-01-05 17:47:05-05,accidentsAndIncidents,accident,I/L I-695 PRIOR X-31 / O/L PAST X-31,39.3935128,-76.5458507,18.0,3.0
MDOT_CHART_7bff955000d100f9003f04e897035daa,"Incident @ MD 295 B/W PKWY AT US[Collision, Personal Injury]",,2004-01-05 16:16:12-05,2004-01-05 16:02:12-05,2004-01-05 16:17:03-05,accidentsAndIncidents,accident,MD 295 B/W PKWY AT US50/MD 201,38.9253956,-76.9268921,6.0,2.0
MDOT_CHART_72ffa62000e700f9003f04e897035daa,"Incident @ US 50 AT MD 295 SPLIT[Collision, Property Damage]",,2004-01-05 18:32:24-05,2004-01-05 17:34:27-05,2004-01-05 18:33:33-05,accidentsAndIncidents,accident,US 50 AT MD 295 SPLIT,38.9185738,-76.9342534,5.0,1.0
MDOT_CHART_3b00032d002100fa003f8ce833035daa,"Incident @ I-495 @ ST BARNABAS R[Collision, Property Damage]",,2004-01-05 21:50:56-05,2004-01-05 21:48:00-05,2004-01-05 22:13:06-05,accidentsAndIncidents,accident,I-495 @ ST BARNABAS RD,38.808062,-76.9693744,4.0,4.0
MDOT_CHART_9fff080900c500fa003f07e897035daa,"Incident @ I-495 AT I-66 (VA)[Collision, Personal Injury]",,2004-01-06 09:24:35-05,2004-01-06 09:21:39-05,2004-01-06 23:02:23-05,accidentsAndIncidents,accident,I-495 AT I-66 (VA),38.9497206,-77.1960754,4.0,3.0
MDOT_CHART_64ff278600cc00fa003f8de833035daa,Incident @ MD 214 @ SHADY GLENN DR[Debris In Roadway],,2004-01-06 09:57:18-05,2004-01-06 09:54:15-05,2004-01-07 00:07:23-05,obstruction,debris on roadway,MD 214 @ SHADY GLENN DR,38.8879288,-76.8768263,1.0,0.0
MDOT_CHART_34ffdebe00d200fa003f04e897035daa,"Incident @ US 301 N. OF MD 725[Collision, Property Damage]",,2004-01-06 10:22:57-05,2004-01-06 10:19:52-05,2004-01-06 16:35:58-05,accidentsAndIncidents,incident,US 301 N. OF MD 725,38.8224372,-76.7340829,9.0,4.0
MDOT_CHART_baff29cd00d900fa003f8de833035daa,"Incident @ MD 80 @ I 270[Collision, Personal Injury]",,2004-01-06 10:53:32-05,2004-01-06 10:50:29-05,2004-01-06 15:37:12-05,accidentsAndIncidents,accident,MD 80 @ I 270,39.3221579,-77.3558387,4.0,5.0
MDOT_CHART_e3ff082300f200fa003f04e897035daa,"Incident @ MD 201 PRIOR TO CHERR[Collision, Personal Injury]",,2004-01-06 12:37:07-05,2004-01-06 12:34:35-05,2004-01-06 14:34:42-05,accidentsAndIncidents,incident,MD 201 PRIOR TO CHERRY WOOD LN,39.0106683,-76.8906177,5.0,2.0
MDOT_CHART_eeff27dd001a00fb003f05e89f035daa,Incident @ E/B PULASKI HGY AT MIDDLERIVE[Emergency Roadwork],,,2004-01-06 15:32:26-05,2004-01-07 18:42:06-05,accidentsAndIncidents,incident,E/B PULASKI HGY AT MIDDLERIVER RD WATER-MAIN BRK,39.3531049,-76.4535296,0.0,1.0
MDOT_CHART_e2ff10e1002a00fb003f04e897035daa,Incident @ I-95 ON WW BRIDGE[Other],,,2004-01-06 16:38:27-05,2004-01-06 19:11:19-05,accidentsAndIncidents,incident,I-95 ON WW BRIDGE,38.792662,-77.0283804,7.0,2.0
MDOT_CHART_88002253004c00fb003f04e897035daa,"Incident @ I-95 AT I-295 (ANACOS[Collision, Property Damage]",,,2004-01-06 19:01:40-05,2004-01-06 20:37:07-05,accidentsAndIncidents,incident,I-95 AT I-295 (ANACOSTIA),38.79219,-77.0145034,6.0,2.0
MDOT_CHART_ceff5cc500c100fb003f8de833035daa,Incident @ MD 542 @ JOPPA RD[Emergency Roadwork],,2004-01-07 03:23:00-05,2004-01-07 03:19:55-05,2004-01-08 14:20:13-05,accidentsAndIncidents,incident,MD 542 @ JOPPA RD,39.3970174,-76.5631349,2.0,1.0
MDOT_CHART_f2ff021000f100fb003f90e833035daa,Action Event @ I 95 AT EXIT 38,,2004-01-07 06:44:40-05,2004-01-07 06:30:22-05,2004-01-07 19:42:23-05,accidentsAndIncidents,incident,I 95 AT EXIT 38,39.1559056,-76.8262777,0.0,
MDOT_CHART_97ff03b400f100fb003f90e833035daa,Action Event @ MD 147 AT JOPPA RD,,2004-01-07 06:47:22-05,2004-01-07 06:33:03-05,2004-01-07 19:42:23-05,accidentsAndIncidents,incident,MD 147 AT JOPPA RD,39.3946688,-76.5232926,0.0,
MDOT_CHART_a600112200f400fb003f16e83d035daa,Incident @ I-895 PAST EXIT 10- (MM113)[Disabled In Roadway],,2004-01-07 06:58:26-05,2004-01-07 06:58:38-05,2004-01-07 20:11:36-05,accidentsAndIncidents,disabled vehicle,I-895 PAST EXIT 10- (MM113),39.2572448,-76.5612105,2.0,2.0
MDOT_CHART_70000261001d00fc003f90e833035daa,"Incident @ I-70 WEST OF EXIT 62 [Collision, Personal Injury]",,2004-01-07 09:53:41-05,2004-01-07 09:39:19-05,2004-01-08 00:07:23-05,accidentsAndIncidents,accident,I-70 WEST OF EXIT 62 MD 75,39.3811762,-77.2594555,6.0,4.0
MDOT_CHART_aaff0995001d00fc003f8fe833035daa,"Incident @ US 1 @WATERLOO RD[Collision, Personal Injury]",,2004-01-07 09:55:24-05,2004-01-07 09:56:25-05,2004-01-07 12:45:17-05,accidentsAndIncidents,accident,US 1 @WATERLOO RD,39.1715777,-76.7840487,2.0,4.0
MDOT_CHART_a6ff0690002200fc003f8ee833035daa,"Incident @ US 29 SOUTH OF I-70[Collision, Personal Injury]",,2004-01-07 10:16:16-05,2004-01-07 10:13:11-05,2004-01-08 00:12:23-05,accidentsAndIncidents,accident,US 29 SOUTH OF I-70,39.295326,-76.8250273,0.0,3.0
